职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
语音大模型算法工程师-Data语音,ByteDance,,北京,本科及以上,3-5 年,,"1、参与研发多模态模型等下一代人工智能核心技术；
2、关注和推进技术在业务场景中的广泛应用，包括但不限于语言、音乐、语音、音频的生成与理解等；
3、深入调研和关注音频/NLP/多模态等方向的前沿技术。","1、计算机科学/计算机工程/电子信息技术等相关专业；
2、有自然语言处理、语音合成与识别、音乐生成等研究或者技术背景优先；
3、有预训练技术，包括但不限于高效训练、强化学习，参与过研发音频、NLP相关的预训练模型及其下游应用者优先；
4、熟练掌握PyTorch等深度学习框架，Python编程语言；
5、发表过领域顶级会议文章（NeurIPS、ICML、ICLR、ACL、Interspeech、ICASSP等）、相关实习经验或者ACM竞赛获奖者优先。",,詹兰南,2025-11-10,,,,https://hire.feishu.cn/hunter/position?job_post_id=7571033638721767716
游戏战斗策划组长（CCG卡牌）-ZERO36工作室,ByteDance,,上海,本科及以上,5-7 年,,"团队介绍：ZERO36工作室旗下有《航海王热血航线》、《花亦山心之月》、《初音未来:缤纷舞台》多款游戏产品。
ZERO，是从0开始，是不畏过往，不惧将来；是回到原点，对知识诚实；是一切开始的基础。
36，如果加上°C，即为人体的温度，戒骄戒躁保持初衷，用""""温度""""拉齐大家的目标和价值观，做有温度的产品，有温度的运营，成为一个有温度的团队，欢迎加入我们！

1、参与游戏核心战斗表现形式、战斗策略的制定以及怪物和关卡设计；
2、能够独立负责卡牌逻辑设计、卡牌表演&特效的需求和管理；
3、协同程序、美术、UX等部门完成角色战斗向的制作与落地，保证战斗的专业性/合理性，能够清楚的传达战斗策略，能够展示项目的独特调性；
4、能够基于数据反馈统筹战斗环境的平衡性，制作战斗平衡性报告；
5、能够深入体验并系统性的分析对标游戏的战斗，包括且不限于CCG卡牌、自走棋、策略卡牌类项目。","1、有完整的游戏上线策划经验，了解游戏开发流程，有成功的CCG卡牌、自走棋、策略卡牌类项目经验优先；
2、对策略类、CCG类卡牌游戏有深度游戏体验，注重玩家体验，对策略卡牌游戏市场以及玩家喜好有充分的认知和理解，充分了解用户属性和市场机会；
3、有5年以上的战斗策划工作经验，熟悉战斗逻辑设计、配置逻辑实现和美术资源管理方法；有成功游戏项目开发经验优先；
4、具备优秀的策划文档书面撰写规能力，文档有较强的规范性和阅读性；
5、游戏阅历丰富，会持续体验不同平台的新游戏（PC、手游、家用机）；
6、思维活跃敏捷，有丰富的想象力和创意，具有较强的独立思考、分析和解决问题的能力；有良好的英语口语沟通和书面表达能力优先，有海外成功项目经验或有海外求学生活经验优先。",,何田琳 Linda,2025-11-10,,,,https://hire.feishu.cn/hunter/position?job_post_id=7570984319058872619
大模型算法青年研究员-大模型中心,上海人工智能创新中心,,上海,--,--,,"1. 负责InternVL/Intern-S1等多模态大模型的训练与迭代，推动模型的通用能力进步和专业场景中的落地。
2. 负责多模态数据管线的改进和优化，多模态算法的探索和创新。
3. 跟踪最新的多模态研究进展，研发下一代模型核心技术，进行前瞻性的原始创新。","1、计算机、人工智能等相关方向硕士以上学历，博士优先，发表过相关领域顶级会议和期刊文章；
2、有多模态、自然语言处理、计算机视觉中至少一个方向的研究背景，有多模态大模型研究经历者优先优先；
3、熟悉大模型预训练、微调、强化学习者优先，参与过知名大模型研发者优先；
4、熟练掌握Python和PyTorch，熟悉大模型训练和推理的常见框架原理者优先。",,孟慧,2025-11-10,,,,https://hire.feishu.cn/hunter/position?job_post_id=7570924845585713434
AI安全技术项目经理-项目管理办公室,上海人工智能创新中心,,上海,--,--,,"岗位职责：
1. 负责科研团队重点研发项目工作推进，制定研发型项目管理方案与配套全流程，提升研发项目工作效率并推动落地；协调内外部资源(产研团队、合作企业、政府等相关部门)，确保项目进度、质量与成本可控；识别项目风险，提供预案并解决跨部门协作问题，保障项目按期交付；
2.支撑科研项目标准化立项与交付全流程，组织项目书撰写、阶段性检查、结题验收等工作；
3.支持组织管理与运营，包括但不限于团队资源配置与资源协调（设备、算力、人力等）、知识库建设、效能优化等；
4.支撑开展人工智能产业、科研等决策研究，参与相关文件的起草编制等；
5.管理并跟进与重点企业、机构的合作，支持研究团队与外部沟通交流。","1.硕士及以上学历，3年及以上相关工作经验，人工智能、计算机等理工科相关专业优先；
2.拥有出色的沟通协调能力与跨部门合作能力，能够与不同部门、不同层级的人员进行良好的沟通与协作，协调各方资源，解决项目管理过程中的各种问题；
3.熟悉AI产品生命周期全流程/模型训练全流程/AI技术治理，并有比较完整的AI项目管理(包含规划、执行、监控等)实践经验优先；
4.有政府机关、科研事业单位、大型企业等相关工作经验的复合型人才优先；
5.拥有PMP证书或Scrum Master认证优先。
职位要求
--",,周炯,2025-11-10,,,,https://hire.feishu.cn/hunter/position?job_post_id=7570916232100448550
具身智能项目经理-项目管理办公室,上海人工智能创新中心,,上海,--,--,,"岗位职责：
1. 研发项目全生命周期管理：负责具身智能研发项目（如：具身智能大模型、机器人算法等）的规划、执行和交付，确保项目目标清晰、里程碑明确、资源分配合理。
2. 跨部门协同：管理与协调算法、软件、硬件、测试等不同背景的团队，确保信息流畅、目标一致，高效解决跨领域的技术依赖和冲突。
3. 技术风险识别与缓解：深入理解技术细节，提前识别技术风险，组织团队进行评估并制定有效的缓解策略。
4. 质量与验收管理：制定项目验收标准，确保交付成果符合高质量要求。
5. 外部研究机构合作研发项目管理：负责和合作方的对接沟通、合作目标确定、合作项目交付的全过程管理。","1. 本科及以上学历，计算机科学、机器人学、人工智能或相关专业优先。
2. 3-5年技术项目管理经验，至少2年以上直接管理机器人算法、人工智能项目的经验优先。
3. 精通敏捷等项目管理方法论，持有PMP、ACP或CSM认证者优先。
4. 出色的沟通、协调和领导能力，能够有效激励跨组织团队。
5. 对具身智能、机器人技术栈或人工智能有扎实的理解，能够阅读并理解开发过程中的挑战和瓶颈。
6. 有与外部合作研发项目、有大型会议、大型活动组织经验的可加分。
职位要求
--",,周炯,2025-11-10,,,,https://hire.feishu.cn/hunter/position?job_post_id=7570919973498456326
具身智能算法专家-Data,ByteDance,,北京,本科及以上,不限,,"1、参与通用VLA的算法架构设计，包括但不限于多模态模型/世界模型、Action Expert、Trajectories合成等研究；
2、负责VLA在具身智能项目上的落地，参与预训练、后训练、仿真/真机评测等。","1、计算机相关专业，硕士/博士学位，专业方向为计算机科学、自动化、人工智能、机器人学或相关领域；
2、熟悉LLM/VLM/VLA方向的主流工作，如Qwen，Llama，OpenVLA，Pi-0.5等，熟练掌握多模态大模型相关技术；
3、具备强化学习、扩散模型、流匹配等方面的理论和实践经验；
4、有探索欲和责任心，善于发现和解决问题，交付能力强。",,杜英英,2025-11-07,,,,https://hire.feishu.cn/hunter/position?job_post_id=7569941853215525139
云服务器稳定性架构师-计算,ByteDance,,杭州,本科及以上,3-5 年,,"1、设计、构建和优化云服务器稳定性架构，包含但不仅限于故障迁移、监控告警、全链路观测、依赖治理、变更管控、限流降级、巡检拨测、容灾体系建设等，预防和应对潜在的系统故障和性能瓶颈；
2、负责云服务器稳定性痛点问题识别和解决，负责稳定性领域技术疑难问题攻坚，包含但不仅限于异常宕机、异常夯机、性能争抢、性能抖动等场景，提升云服务器产品稳定性，面向客户提供可靠的云服务体验；
3、持续跟进稳定性业界前沿技术趋势，并结合云服务器相关实际业务场景引入新技术和新方案，例如智能运维、AI诊断、故障自愈、智能预测等，持续优化和提升云服务器的稳定性。","1、5年以上公有云/IaaS/计算相关稳定性架构设计经验/开发经验/运维经验/性能调优/客户重保一项或多项；
2、有大规模分布式系统、基础设施系统等设计开发或运维保障实战经验，如复杂业务场景的流程优化、系统高可用性架构实现、复杂依赖链路下的治理等；
3、对问题有清晰的分析逻辑和全局思维，能提出建设性的思路和解决方案，具备良好的沟通和结构化表达能力，有团队协作意识；
4、熟悉云计算架构，具备扎实的开发编程能力，熟练掌握一门以上的开发语言（Golang/Python/C）。

具备以下条件者优先：
1、有业务上云经验，熟悉一家或多家业界主流云厂商IaaS产品优先；
2、具备一定的全栈能力，对底层虚拟化、内核有相关经验，对稳定性、SLA体系有深入思考，有线上稳定性保障经验优先；
3、精于架构设计、疑难排障、性能优化，有故障处理、监控巡检、限流降级、应急预案、容量规划、红蓝演练实战经验优先。",,朱鸿艳,2025-11-06,,,,https://hire.feishu.cn/hunter/position?job_post_id=7569585200561260810
服务器硬件系统架构师-基础设施,ByteDance,,杭州,本科及以上,不限,,"1、负责字节跳动服务器产品硬件架构设计，确保跨产品、跨代次硬件架构的一致性、系统性；
2、主导服务器技术选型，负责制定和更新服务器设备级架构路标，确保满足业务需求和技术先进性，对产品架构的领先性、关键技术准备节奏、可实施性负责；
3、研究和跟进服务器行业的最新技术，和业务团队、操作系统团队紧密配合，实现硬件方案创新，提升性能、降低成本，并确保系统的高可用性和高效运行；
4、与硬件研发、网络、IDC规划团队紧密协作，确定硬件架构总体设计方案，确保服务器硬件系统在TCO、性能、易部署、易运维方向竞争力领先。","1、有5年以上服务器产品架构设计成功经验，在服务器硬件、运维方面有深厚的技术积累；深入理解计算机体系结构，精通CPU、GPU服务器硬件系统架构；
2、在CPU、内存、SSD、网卡等部件的应用和设计原理上有成功的实践经验；
3、深入数据中心基础设施、集群网络、部署及运维，能够协同开展技术规划、推进实施；
4、理解操作系统、虚拟化技术、数据库、分布式存储系统和深度学习等应用软件架构原理；
5、在跨团队的项目推动和组织方面有成功经验；具备良好的沟通能力和领导力，能够带领团队解决复杂的技术问题，推动项目的成功实施。",,王舒鹏,2025-11-06,,,,https://hire.feishu.cn/hunter/position?job_post_id=7569535004004239666
存储服务器硬件架构及性能优化工程师-基础设施,ByteDance,,北京,本科及以上,5-7 年,,"1、结合对云平台传统存储类应用特点，深入理解上层应用迭代路标，整理输出清晰的HDD/SSD存储类硬件产品支持路标，确保硬件方案的领先性；
2、负责存储类组件资源需求画像、跨代跨平台场景化性能收益测试验证，设计性能测试方案，执行性能测试，针对系统性能瓶颈分析，提出调优建议并协助调试验证完成，输出性能测试报告；协调解决新硬件、新技术落地过程中遇到的技术问题；研究和完善性能测试方法，性能分析工具体系建设，进行性能方法、工具总结沉淀和最佳实践总结；
3、存储类组件性价比对比评估、输出跨平台标准算力折算方案；
4、结合产业链的最新技术能力和硬件产品架构特点，提供综合竞争力领先的存储型硬件解决方案；
5、监控和分析云硬件在实际应用中的质量、性能表现，并提供系统的技术支持能力，推动改进识别和落地。","1、本科及以上学历，电子工程或者计算机相关专业，5年及以上存储领域的硬件开发或测试或性能调优基础经验；3年以上直接的存储系统架构、技术规划经验；
2、良好的Unix/Linux操作系统基础及熟练使用常用命令，具备独立分析定位问题、分析和解决问题的能力；
3、熟悉各类常见大数据存储，如对象存储，块存储及分布式文件存储系统等；对计算、存储、数据库等云产品有较系统的理解，有相关工作经验者更好；
4、具有直接的互联网业务组件的性能测试开发经验更好，精通压力、负载测试，熟悉主流厂商服务器硬件产品，熟悉主流处理器、硬盘、网卡、SAS卡及测试方法，熟悉掌握Speccpu/Fio/Iperf/Stream/MLC/Lmbench等工具及相关调优手段；
5、具备较强的团队沟通和协作能力，有较强的全局视野、沟通组织能力、项目推动能力；具备较强的学习能力和逻辑思维能力，关注前沿技术，较好的团队协作及团队意识，有较强的责任心和执行力；
6、对ToB产品的端到端交付过程、产品逻辑有较系统的理解。",,王舒鹏,2025-11-06,,,,https://hire.feishu.cn/hunter/position?job_post_id=7569534066350065971
弹性与编排研发工程师-基础设施,ByteDance,,上海,本科及以上,3-5 年,,"1、负责火山引擎自动化编排类云产品设计与实现，当前产品包含但不限于弹性伸缩、云助手、资源编排、流程编排；
2、通过产品功能设计降低客户使用云产品门槛，提升客户用云体验，提供客户自助服务及运维能力；
3、负责构建产品核心技术竞争力，承担关键技术架构选型与验证，同时负责落地和实现。","1、本科以上学历，计算机相关专业，5年以上研发工作经验，可熟练使用Golang/Rust/Java/Python中的一种进行后端开发工作；
2、具有分布式系统研发背景，能够熟练使用Linux命令、SQL、MQ、Redis等常用工具和系统；
3、具有高可用架构设计和实践经验，针对高并发优化以及最终一致性设计有实践经验；
4、能够独立排查并分析系统瓶颈，给出优化方案并落地解决；
5、具有良好的沟通、协作能力，具有主动推进方案落地的能力；
6、具备以下条件者优先：熟悉主流云厂商众多产品者优先；具有良好的编码能力，熟悉并敢于尝试行业最新技术者优先，熟悉AI技术使用以及原理者优先。",,郭凡,2025-11-06,,,,https://hire.feishu.cn/hunter/position?job_post_id=7569512015984118043
AI性能优化专家-火山引擎,ByteDance,,北京,本科及以上,不限,,"负责火山引擎-IaaS异构云产品的性能优化，聚焦AI场景、大模型训练和推理的性能提升，构建通用的软件加速方案，协助客户挖掘硬件性能潜力，提升应用表现。

主要工作包括：
1、负责AI Infra的性能分析，构建性能标尺和竞争力模型；
2、负责基于云上AIGC等业务场景的性能分析以及训练、推理场景的底层优化工作；
3、负责云上IaaS 国产加速器在AI场景的引入、落地和优化工作。","1、熟练掌握Linux环境下的C/C++、Python、Go语言，有分布式系统软件开发和调试经验；
2、熟悉LLM/CV/NLP/推荐系统等业务场景的系统和原理；
3、有主流深度学习框架（如TensorFlow、PyTorch等）相关开发经验，掌握框架任一组件的代码实现；
4、掌握异构计算、网络、存储的性能分析工具和相关原理，有软硬协同优化经验。

具备以下条件之一者优先：
1、熟悉主要云厂商的AI Infra解决方案；
2、在LLM训练或推理性能优化方面有实操经验；
3、有模型量化和业务模型精度调优经验；
4、有TensorRT/CUTLASS/Trition等开发经验和性能优化经验；
5、熟悉国产AI加速卡生态，有实际场景的应用经验。",,朱鸿艳,2025-11-06,,,,https://hire.feishu.cn/hunter/position?job_post_id=7569498161217194281
IaaS机型实例架构师-计算,ByteDance,,北京,本科及以上,3-5 年,,"1、负责IaaS产品中CPU云服务器实例的硬件选型、方案设计、核心研发等工作，负责ECS实例各代次实例的产品开发与迭代；
2、结合业界先进技术，对ECS现有产品进行改进/优化，打造业界性价比领先的ECS实例，并保障良好的稳定性和用户体验；
3、参与规划ECS实例产品及其技术方案的长期演进策略，为ECS实例的长期竞争力负责。","1、3年以上的弹性计算相关云产品的架构设计、核心研发或性能优化的经验，熟悉实例研发的端到端的各个环节、依赖方和相关技术；
2、熟悉计算机体系结构，熟悉X86（Intel/AMD）或ARM CPU的特性和性能分析方法，熟悉各代次CPU的优缺点；
3、对于弹性计算产品的功能、性能、稳定性、安全性、成本等各个维度的客户需求有深刻的洞察，能够在技术选型与产品设计中做出合理的判断；
4、具有跨团队项目的主导或推动的成功经验，具备良好的沟通能力和领导力，能够带领项目组解决复杂的技术问题，推动项目的成功。

加分项：
1、熟悉Linux内核、操作系统、KVM虚拟化等；
2、熟悉Virtio、PCIE、CXL、NVMe等协议规范；
3、熟悉网卡、智能网卡、SSD/HDD磁盘等硬件设备；
4、具备底层系统问题的定位分析能力，如：Linux Crash、Windows蓝屏、CPU性能、网络丢包、存储IO Hang等；
5、有云服务的监控/运维/性能调优经验。",,朱鸿艳,2025-11-06,,,,https://hire.feishu.cn/hunter/position?job_post_id=7569502205758802203
容器研发专家/架构师-计算,ByteDance,,北京,本科及以上,3-5 年,,"1、负责火山引擎容器产品管控系统的架构设计、开发与运维工作；
2、维护高性能、高可用的容器管控服务，保障业务系统在全球范围内的稳定性；
3、深入参与产品全生命周期研发管理，持续优化提升产品的安全性、稳定性、性能、功能与用户体验，以技术驱动业务增长；
4、负责容器领域前沿技术的探索，推动系统架构演进及优化，完成技术预研和技术难点攻关。","1、3年以上分布式系统架构设计与开发经验，具备复杂分布式系统架构设计及开发经验，对分布式系统架构、数据库、Linux操作系统等有深入理解，具备一定的Linux系统应用运维经验；
2、有Kubernetes等容器系统架构设计与开发经验、Kubernetes相关开源项目贡献经验者，或熟悉Go语言者优先；
3、对技术有激情，喜欢钻研，具备良好的工程化落地能力，能将技术方案转化为稳定、可扩展、可维护的生产级系统；
4、熟练使用人工智能工具和平台，有提升开发效率、优化代码质量、加速问题排查与产品迭代经验者优先。",,朱鸿艳,2025-11-06,,,,https://hire.feishu.cn/hunter/position?job_post_id=7569504207623981350
AI产品经理-AI Coding,ByteDance,,北京,本科及以上,不限,,"1、负责字节云团队AI Coding产品整体规划与设计，制定清晰、有前瞻性的产品路线图；
2、深入洞察开发者群体，定义和设计能显著提升开发效率与体验的产品解决方案；
3、跟踪并分析AI Coding领域的前沿趋势与相关产品，形成独立的行业判断与产品思考；
4、具备较强的沟通协调能力，高效推动与研发、设计等多方团队的合作，确保产品目标达成。","1、本科及以上学历，计算机、人工智能等相关专业，3年以上产品经理工作经验；
2、产品设计基本功扎实，能撰写清晰的产品需求文档，对用户体验有不懈的追求；
3、具备技术背景，了解至少一门主流编程语言，能理解开发者的思维模式和开发习惯：能与研发团队无障碍沟通，准确评估技术可行性，并共同探索最优解决方案，对AI编程助手（如GitHub Copilot，Claude等）及相关领域有持续关注和深入使用经验；
4、对此领域有自己的独立思考，并具备快速学习能力，能跟上技术的飞速迭代，具备宏观的产品规划能力，能站在业务和战略高度思考问题，制定长期的产品愿景和阶段性目标；
5、拥有出色的沟通表达和项目推动力，善于协同多方，凝聚团队，清晰传递产品价值。",,吴圆圆,2025-11-03,,,,https://hire.feishu.cn/hunter/position?job_post_id=7568422559268555034
游戏资深2D主笔（CCG卡牌）-ZERO36工作室,ByteDance,,上海,不限,5-7 年,,"团队介绍：ZERO36工作室旗下有《航海王热血航线》、《花亦山心之月》、《初音未来:缤纷舞台》多款游戏产品。
ZERO，是从0开始，是不畏过往，不惧将来；是回到原点，对知识诚实；是一切开始的基础。
36，如果加上°C，即为人体的温度，戒骄戒躁保持初衷，用""温度""拉齐大家的目标和价值观，做有温度的产品，有温度的运营，成为一个有温度的团队，欢迎加入我们！

1、结合游戏产品的整体美术风格，配合主美一起提高美术品质；
2、对角色、场景概念，氛围图，分镜，UI设计等2D方面给予视觉和建设性意见支持，保证产出内容高品质；
3、整理IP监修素材及时同步IP方，明确IP修改调整方向，以通过监修为目标推动资产和效果的制作；
4、对接运营及发行的需求，在合理时间内完成高品质的宣发素材。","1、美术功底扎实，有良好的绘画技巧，对结构，色彩，空间以及气氛有较强的设计和把握能力；
2、有5年以上概念或UI设计经验，有游戏，动画，电影等领域的相关从业经验；
3、对于欧美文化，欧美美术风格，叙事，美国市场的用户属性及玩家习惯有所了解；
4、有灵活的与时俱进的设计思维，丰富想象力和创新能力，对自己作品有高度要求；
5、能够使用3D建模工具进行作画辅助；对模型，渲染，动画，特效等3D制作流程有一定了解；具备优秀的审美能力和团队协调沟通能力；
6、对星球大战IP有一定了解为加分项。",,何田琳 Linda,2025-10-31,,,,https://hire.feishu.cn/hunter/position?job_post_id=7567266104147282239
AI Agent研发专家-PICO,ByteDance,,北京,不限,5-7 年,,"1、负责AI Agent技术研发，提升大模型在XR设备的应用能力，包括Multi-Agent框架、评测机制等基础能力建设；
2、探索Agent方向的创新方法与技术，提出更先进的Agent范式，引领行业技术发展；
3、探索面向Agent的评估方法，构建Agent评估体系；
4、设计并实现易用高效的Agent开发周边套件工具，提升开发效率，降低使用Agent技术的门槛，保障交付质量。","1、熟练掌握C++/Python/Go等至少一门语言，有项目开发经验者优先；
2、对大模型有深入理解，熟悉LLM技术原理与应用方法，有Agent系统设计与实现经验；
3、熟悉Memory机制、RAG、工具调用、规划执行等Agent关键技术，有相关实践经验；
4、深入理解Agent相关技术方法，具备强化学习、规划算法实践经验者加分；
5、对AI原生应用有热情，具备快速复现论文及工程化能力，顶会论文或开源项目贡献者加分。",,刘悦悦,2025-10-28,,,,https://hire.feishu.cn/hunter/position?job_post_id=7566234876913158463
AR交互与感知架构师-PICO,ByteDance,,北京,硕士及以上,5-7 年,,"1、全面负责AR方向的交互与感知的架构搭建，分析研究当前AR领域内交互与感知技术的发展现状及趋势，从底层架构设计出发，规划并构建一套具备高度稳定性和扩展性的AR方向交互与感知架构体系；
2、拉通交互与感知各个内部团队，支持好AR方向的产品化落地，积极主动地与交互、感知等各个内部团队进行沟通与协作，组织定期的跨团队会议，分享项目进展、技术难题及解决方案，促进团队间的信息流通与资源共享；
3、探索AR未来关键的交互与感知技术，注重AR+AI技术的融合，基于眼动、语音、手势、图像等多模态信息，研究多模态信息的时空对齐、语义融合等方法，实现更精准的AR场景感知，提升用户交互效率与自然度；
4、建立与外部合作伙伴的技术合作与交流机制：积极拓展公司在AR领域的外部合作网络，与高校科研机构、上下游产业链企业、行业内优秀的技术公司等建立广泛的技术合作关系，充分整合外部优质技术资源，推动AR交互与感知技术的协同创新发展。","1、硕士及以上学位，计算机科学与技术、电子工程、人工智能、机器人工程等相关专业；
2、具备完整的AR交互与感知架构从0到1搭建及落地经验，主导过至少1个大型AR产品相关算法的架构设计；
3、有AR+AI多模态交互感知技术研发或项目落地经验的优先，能独立完成高稳定性、高扩展性的架构体系规划与建设；
4、具备跨团队协作及外部资源整合经验，有成功搭建内外部技术合作机制、推动协同创新的案例；
5、熟悉AR行业技术发展脉络，对行业趋势、上下游产业链有深刻理解。",,刘悦悦,2025-10-28,,,,https://hire.feishu.cn/hunter/position?job_post_id=7566253559173384457
营销/定价/预测算法,上海识装信息科技有限公司,,上海,--,--,,"1、负责电商业务场景中成本/收益、价格弹性等概率预估问题的建模，持续通过机器学习和因果推断手段提升准确率；
2、承担核心业务指标优化，利用因果推断、运筹规划、机器学习等技术，提升供需预测、定价、补贴等运营核心算法效果；
3、结合机器学习算法精准预测不同提前期的销量/单量/GMV等时间序列指标，将预测结果对接到产能准备和备货计划等高价值业务场景。","1、计算机/统计相关专业优先，5年以上互联网行业经验，熟悉常见的机器学习算法以及运筹优化理论；
2、有营销补贴、Uplift和收益管理、预估和归因、因果推断、时序预测等方面有实践经验者优先。",,三石(Alvin),2025-10-28,,,,https://hire.feishu.cn/hunter/position?job_post_id=7428630722548123945
视觉大模型服务部署技术专家/Leader-智能创作,ByteDance,,北京,本科及以上,5-7 年,,"1、带领并培养团队，保障视觉大模型服务系统设计和搭建、工程落地，包括系统设计、推理优化、服务部署和应用；
2、设计大模型推理服务系统，保障稳定性、低成本；
3、构建自动化部署和优化工具，确保工程交付效率；
4、保障中长期技术规划、重点项目规划与执行；
5、与业务侧产品研发团队合作，确保高标准的产品顺利交付，平衡短期收益和长期增长。","1、计算机科学或相关专业，拥有5年以上软件开发经验；
2、具备5年以上Python/C/C++/Go开发经验，精通至少一种编程语言，具备扎实的软件工程设计技能；
3、有大模型推理服务部署系统经验，熟悉VLLM/SGLang/Ray/RPC等，有并发处理系统和架构的经验；
4、具备出色的沟通和团队协作能力；
5、有大模型推理服务经验者优先，英文可作为工作语言者优先。",,董小涵,2025-10-28,,,,https://hire.feishu.cn/hunter/position?job_post_id=7566104035410020649
算法研究专家（大模型方向）-国际化内容安全,ByteDance,,北京,本科及以上,5-7 年,,"团队介绍：国际化内容安全平台团队致力于为字节跳动国际化产品的用户维护安全可信赖环境，通过开发、迭代机器学习模型和信息系统以更早、更快发掘风险、监控风险、响应紧急事件，以人工智能技术支持业务发展，力求更高效、更敏捷、更全能地维护站内生态安全。

1、负责视频内容安全场景下的多模态大模型研发，包括基座预训练、指令微调（SFT）、强化学习（RLHF）等核心技术探索；
2、主导内容安全场景中的Few-shot/Zero-shot策略设计，推动模型在复杂审核和风险识别任务中的泛化能力与鲁棒性；
3、设计并优化端到端的内容审核体系，构建高召回、高准确的风险识别、排序与召回模型；
4、推动数据驱动的模型优化，包括复杂风险的Chain-of-Thought标注框架、强化学习数据挖掘与对齐训练；
5、跟踪前沿研究成果（如NeurIPS，ICLR，CVPR，ACL等），将最新技术引入业务落地并形成突破；
6、在团队中发挥技术领军作用，指导核心研发工作，推动跨团队协作与技术标准化。","1、扎实的机器学习与深度学习基础，在LLM/VLM、计算机视觉或多模态领域有多年研发经验；
2、熟悉大模型的预训练、微调与对齐方法，有实际落地或开源大模型项目经验者优先；
3、精通PyTorch/TensorFlow等深度学习框架，具备大规模分布式训练与模型优化经验；
4、对内容安全、风险建模或审核场景有深入理解者优先；
5、在顶会/顶刊（NeurIPS，ICML，ICLR，CVPR，ACL等）有论文发表，或在业界大模型相关项目中担任核心研发角色者优先。",,俞欣,2025-10-27,,,,https://hire.feishu.cn/hunter/position?job_post_id=7565794045684353289
AI应用研发专家/负责人-剪映CapCut（广州/深圳/上海）,ByteDance,,深圳,本科及以上,不限,,"1、负责剪映AI业务的技术方案制定与落地，深度参与业务目标拆解，对技术效果和业务结果负全责；
2、主导团队技术架构设计与优化，平衡快速迭代与架构扩展性，推动大模型（如LLM、Agent）在图像/视频创作场景的应用落地；
3、跨部门协同产品、算法、运营团队，解决业务核心痛点（如成片效率、生图质量、用户体验），提升团队AI认知与协作效率；
4、制定团队技术规划与人才培养策略，推动技术经验沉淀与复用，提升团队整体能力。","1、工程能力：达到高级工程师要求，在一个工程领域（客户端/前端/后端）有3年以上独立IC经验且能做方案整体把控，需要在快速迭代和架构扩展性之间做好决策平衡；
2、模型能力：有一定基于LLM构建应用的经验，对模型能力和如何评估和提升效果有敏锐认知；
3、自驱能力：能够不断自主寻找当前最优价值的事情，即使在需求和优先级会快速变化的情况下；
4、加分项：
1）对Agent架构和优化有一定经验：包括不限于LLM评估、工具调用、上下文工程优化等；
2）对评估和使用Agentic工作流和工具栈有一定经验（有可能未来是必须）；
3）软素质：具备强业务敏感度、跨团队协作能力及问题解决能力，能清晰传递技术价值与业务目标。",,陈希宁,2025-10-23,,,,https://hire.feishu.cn/hunter/position?job_post_id=7564346072190273834
