职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
钉钉-X项目 AI创业者-杭州,,阿里集团-钉钉,中国-浙江-杭州,本科,二年以上,P6,"一个神秘项目，一群有AI信仰的人

我们是谁？ ""X项目"" —— 一个不能说太多的神秘项目。
但有一点可以告诉你：
这里，几乎100%的工作由AI完成。
- 产品设计？AI
- 代码编写？AI
- 文档撰写？AI
- 测试调试？AI
我们不是在""使用""AI，我们是在""与AI共生""。

我们在寻找什么样的人？
""Claude Code 爱好者"" ""AI信仰者""

你可能是：
AI原生开发者
- 把1天的工作量压缩到10分钟
- Claude 是你的第二大脑
- 代码不是敲出来的，是""长""出来的

产品型工程师
- 能用AI从0到1构建完整产品
- 不只是写代码，更懂为什么写

效率极客
- 对""重复劳动""零容忍
- 永远在寻找更快的方式

我们的面试方式
× 不考算法题
× 不背八股文
× 不看简历长度

√ 现场实战：用AI解决真实问题
√ 只看作品：你的AI编程信物

我们不筛简历，只读作品。","如何加入？
发送你的 「AI编程信物」
文件标题：`[X项目] + 姓名 + AI编程信物`

什么是AI编程信物？
一段你与AI协作完成的代码、项目、或任何能证明你AI编程能力的作品。

写在最后

如果你相信：
- 未来的开发者，是AI的指挥家
- 代码的价值不在于行数，在于解决的问题
- 10倍效率不是梦想，是日常

那么，X项目等你来解锁。

X项目
静候你的代码抵达",3,王姝雅(零曦),,2026 - 02 - 02,2026 - 04 - 30,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202601239582c572253247fe8aa9bd328d4fee7b&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
钉钉-产品经理-标注平台,,阿里集团-钉钉,中国-浙江-杭州,本科,三年以上,P6,"主要负责研究对标行业领先标准，把业务需求转化为可落地的产品方案，并全程跟进研发进度，确保产品能力领先，并可支撑业务发展稳定上线。

岗位职责：
1. 行业洞察与趋势分析： 持续调研国内外头部AI标注平台及开源社区动态，洞察RLHF、多模态标注、自动标注等前沿技术对平台的需求变化，输出深度调研与产品演进规划。
2. 产品方案设计： 负责标注平台的核心功能设计，包括但不限于复杂标注工具、质检工作流配置、数据管理系统及运营管理后台。
3. 研发落地与迭代： 与研发、测试团队紧密配合，负责从需求评审到上线验收的全流程管理，确保产品版本按计划高质量交付。
4. 内外部协同： 深入内部业务团队收集数据需求，并与外部生态伙伴、供应商保持沟通，协调资源解决合作中的产品与技术配合问题。
5. 质量与效率优化： 通过产品手段不断降低标注门槛、提升人机协作效率，对标注产出的数据质量负责。","任职要求：
1. AI 爱好者：对AI（尤其是大模型、数据标注领域）有浓厚兴趣，能够主动学习最新的行业知识。
2. 踏实认真：能够静下心来处理琐碎的进度跟进和文档工作，逻辑清晰，有强烈的责任心和执行力。
3. 沟通协同能力：具备良好的对内对外沟通协调能力，可以高效管理项目进度，有效实现跨团队沟通，推动问题解决。
4. 产品基本功扎实： 具备独立撰写逻辑严密的PRD和设计高质量原型的能力；熟练使用各类原型工具。

加分项（优先考虑）：
1. 行业背景： 有AI标注平台、数据管理平台（DAM）或数据中台相关产品设计经验者优先。
2. 专业知识： 熟悉数据工程体系，了解标注服务外包流程或质检标准。
3. 设计能力： 审美在线，能熟练使用 Sketch / Figma 产出高保真产品原型图或视觉Demo。",1,王姝雅(零曦),,2026 - 02 - 02,2026 - 04 - 29,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260120ce1e04ee706143e08119e380a0d10eec&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
钉钉-语音算法-工程师/专家,,阿里集团-钉钉,中国-浙江-杭州,本科,一年以上,P7,"语音是人机交互中最自然、最便捷的模态。随着大模型时代的到来，语音AI的研究正从单一任务向多模态、高自然度交互演进。在阿里巴巴，我们的语音技术已深度植入流媒体、直播互动、智能客服、办公会议、AIoT及数字人等多元场景。我们正在寻找志同道合的伙伴，共同探索语音技术在复杂场景下的极限。在这里，你不仅能触达海量的真实数据，更能亲手打造影响亿万用户的交互体验。一段更具挑战、更有成就感的旅程正待开启！
岗位职责：
1. 核心算法研发： 负责语音信号处理领域的前沿算法研究与落地，包括但不限于语音识别（ASR）、语音合成（TTS）、说话人识别与分离（Speaker Verification/Diarization）、语音增强及端到端语音交互方案；
2. 专项技术突破：
● 声纹与属性识别： 负责声纹识别、语种识别以及情绪识别（Emotion Recognition）的算法优化，提升在真实业务场景下的识别精度与跨域泛化能力；
● 音频内容理解： 基于语义与声学特征，深度挖掘语音中的情感、意图及环境信息，赋能直播审核、内容分析等业务；
● AI-VAD： 研发基于深度学习的高鲁棒性语音活动检测（VAD）算法，解决强噪声、多语者叠加、远场等复杂环境下的起停点检测痛点；
3. 模型工程化落地： 推动算法在云端或端侧的部署优化，在保障性能（精度/鲁棒性）的同时，平衡算力消耗与推理延迟；
4. 技术预研： 跟踪并探索语音领域前沿技术（如大语言模型与语音的结合、Speech-to-Speech原生端到端交互等）。","1. 背景要求： 计算机、电子工程、信号处理、人工智能等相关专业研究生及以上学历，具有 2年以上 语音算法相关从业经验；
2. 技术深度：
● 深厚的深度学习/机器学习功底，熟练掌握 PyTorch；
● 在语音识别、合成、声纹或情绪识别等至少一个领域有深入的研究或成功的工业界落地经验；
● 熟悉常用的语音信号处理算法（如降噪、回声消除、增益控制等）或特征提取技术；
3. 编程能力： 具备扎实的编程基础，熟练掌握 Python / C++，具备良好的代码风格与工程实现能力，了解模型量化与加速者优先；
4. 综合素质：
● 具备优秀的逻辑思维能力和解决复杂问题的能力，能从实际业务中抽象出关键技术问题；
● 有良好的团队协作精神和沟通能力，能够驱动跨团队项目合作；
5. 加分项（优先考虑）：
● 在顶会（ICASSP, INTERSPEECH, JASA等）发表过高质量论文或在国际知名算法竞赛中获得优异成绩者；
● 有大规模分布式模型训练经验，或在端侧部署、大模型驱动的语音交互上有实践经验者。",2,王姝雅(零曦),,2026 - 02 - 02,2026 - 04 - 29,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202601208849f8db66464c71a3b0f3a22c82e2b4&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
钉钉-CEO Office-商业分析-BI-商业数据分析,,阿里集团-钉钉,中国-浙江-杭州,本科,三年以上,P6,"1. 负责钉钉产品、运营或者销售的数据分析，从商业分析的角度帮助业务对业务现状做出判断，帮助业务做决策；

2. 基于业务发展阶段，进行指标体系搭建，专题分析，在业务发展过程的数据产品建设；

3. 对行业内竞争对手的动作保持敏感和关注，结合钉钉业务现状，给到业务策略建议，针对重点业务策略，进行专项跟进，和业务一起拿到结果。","1. 具备 3 年以上商业分析经验；熟练使用SQL，Python等工具进行数据分析；

2. 优秀的逻辑思考能力和表达能力；

3.对业务有热情，善于跨团队协同，推动业务正向发展。

4、对B端业务有一定的经验；",1,王姝雅(零曦),,2026 - 02 - 02,2026 - 04 - 29,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202601200941fd1d9f0d488cbf7875e9164af47d&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
钉钉-数据工程师-视觉AI数据方向,,阿里集团-钉钉,中国-浙江-杭州,本科,三年以上,P6,"钉钉正在全面拥抱多模态AI，正在致力于将视觉大模型、边缘智能与实时视频分析深度融合，赋能智能零售、智慧餐饮、明厨亮灶、智慧工厂、智能交通等多个行业。我们拥有强大的工程化能力和创新研发氛围，期待志同道合的技术精英加入，共同推动视觉AI落地千行百业。
我们正在寻找在视觉AI数据工程领域具备真正工程化落地经验的技术人才，你将参与视觉AI系统的数据全链路建设与优化，支撑边缘端视频AI服务的高效迭代。具体职责包括
1. 数据管理与运营
● 数据需求分析与规划：根据算法团队的数据需求，协调整个数据闭环全流程工作（供应商对接、标注验收、测试benchmark）
○ 数据需求汇总：理解每个算法需要多少训练、测试数据，优先级分别是什么
○ 制定数据采集、标注与质检计划，确保数据质量与交付时效
● 数据渠道管理：外采（AIData等平台）、对接各个业务方和客户要数据
○ 建立稳定的数据供应商合作关系，评估数据质量与成本
○ 设计内部数据共享机制，打通业务侧真实场景数据
● 外包工作管理：根据数据需求和优先级排工作以及工作验收
○ 制定标注规范与验收标准，监控标注进度与质量
○ 建立标注团队绩效评估体系
2. 数据挖掘与合成
● 数据挖掘：根据算法需求在数据池中挖掘相关数据，或使用AIGC等手段进行数据合成
○ 从海量视频数据中挖掘长尾场景、困难样本（如遮挡、小目标、极端光照等）
○ 设计数据筛选策略，提升训练数据的多样性与代表性
● 数据合成与增强
○ 利用AIGC、3D渲染、风格迁移等技术生成合成数据
○ 设计针对边缘端场景的数据增强策略（模拟低分辨率、噪声、压缩失真等）
3. 评测开发
● 评测体系建设：根据算法的测试需求，实现整个数据收集、脚本开发的CICD全流程
○ 构建自动化评测平台，支持模型性能、精度、资源占用等多维度评估
○ 实现测试数据集版本管理与可追溯性
● 自动感知等功能的实现：
○ 开发数据质量自动检测工具（标注一致性、异常值检测）
○ 实现模型性能衰退自动告警机制
4. 数据平台&标准化工作
● 数据平台建设：灵活应对各类数据需求
○ 构建统一的数据管理平台，支持数据采集、标注、存储、检索、版本管理
○ 实现数据血缘追踪，支持从原始数据到模型训练的全链路可追溯
● 标准化规范：
○ 制定视觉AI数据标注标准与最佳实践
○ 统一数据格式、元数据规范，降低跨项目数据复用成本
○ 建立数据质量评估标准与SLA""","""必须具备：
● 学历背景：计算机、数据科学、人工智能等相关专业本科及以上学历
● 经验要求：3年以上AI数据工程或机器学习数据平台相关经验，至少主导过2个以上视觉AI项目的数据全流程建设，有真实边缘端视频AI项目数据支撑经验
● 技术能力：

○ 熟练掌握Python、SQL等数据处理工具，熟悉常见数据库（MySQL、MongoDB等）
○ 熟悉计算机视觉数据标注工具与流程（如CVAT、Labelme、Label Studio等）
○ 理解常见视觉任务（目标检测、分割、跟踪、ReID等）的数据需求与评估指标
○ 具备数据ETL、数据清洗、数据增强的实战经验
○ 了解视觉大模型（如ViT、CLIP、SAM等）的数据需求特点
● 工程素养：

○ 代码规范、系统设计能力强，熟悉CI/CD、容器化（Docker/K8s）、任务调度等工程实践
○ 具备项目管理能力，能够协调算法、标注、业务等多方资源
○ 良好的沟通能力，能够理解算法需求并转化为数据方案
优先考虑：
● 在智能零售、智慧餐饮、工业检测等领域有数据项目落地经验
● 熟悉主流视觉模型训练流程，能够从数据视角优化模型性能
● 有大规模数据标注项目管理经验（10万级以上样本）
● 有数据合成、主动学习、困难样本挖掘等实践经验
● 熟悉数据隐私合规要求（如GDPR、个人信息保护法等）
● 开源项目贡献者，或有高质量技术博客/论文发表
加入我们，用数据驱动AI进化，让AI看见真实世界。",4,王姝雅(零曦),,2026 - 02 - 02,2026 - 04 - 30,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260120d547eec03ce54be6b0b9d12ed56d2dca&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
平头哥-编译器技术专家-AI软件-上海/北京/杭州,,阿里集团-平头哥,"中国-上海-上海,中国-北京-北京,中国-浙江-杭州",硕士,五年以上,P7,"1、参与人工智能芯片的软硬件协同设计，指令集功能验证；
2、参与人工智能芯片的编译器算法设计和实现, 工具链开发与维护，网络模型的性能调优；
3、参与深度学习软件栈的设计和实现；

1. Working closely with hardware/architecture engineering and software teams to understand the hardware and software requirements.
2. Responsible for compiler and tool chain design, implementation, maintaining and performance tuning.
3. Responsible for the design and implementation of deep learning software stack.","1. 熟练掌握C/C++/Python等编程技能，有扎实的编程基础、良好的编程风格和工作习惯；
2. 熟悉编译原理和算法实现，二年及以上编译器开发经验；
3. 对机器学习算法/深度学习有一定了解尤佳；
4. 有GCC、LLVM和Open64等开源编译器相关开发经验尤佳；
5. 有CUDA/OpenCL/汇编级优化经验尤佳;
6. 有深度学习相关框架中如Caffe/Tensorflow/PyTorch/MXNet等图优化开发经验尤佳；
7. 有计算机体系结构背景，熟悉芯片架构/微架构（包括CPU/GPU/SoC/FPGA), 有软硬件协同设计经验尤佳；
8. 具有独立解决问题的能力，良好的团队合作意识和沟通能力；

Requirements:
1. Strong C/C++/Python programming skills and solid knowledge of data structure and algorithm.
2. Familiarity with compiler theory, and experience on compiler development at least two year
3. Familiarity with machine learning or deep learning is a good plus.
4. Experience on open source compiler project such as GCC/LLVM/Open64 is a good plus.
5. Experience on Shader/CUDA/OpenCL assembler level performance is a good plus.
6. Experience on graph level compiler development on Caffe/Tensorflow/PyTorch/MXNet etc. is a good plus.
7. Familiarity with CPU or GPU architecture is a good plus.
8. Self motivated, team work, and good communication are a must.",9,孔琦琦(林瑔),,2026 - 01 - 20,2026 - 03 - 23,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260120d64b4af29f3847bca75c68b524c0be1c&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里控股-战略投资经理-上海,,阿里集团-阿里控股,中国-上海-上海,本科,五年以上,P7,"我们希望寻找一位对科技投资充满热情、能够深度思考、勤奋务实的投资经理，专注于AI相关领域的投资
核心职责：
1. 行业研究：
* 追踪全球AI技术趋势，开展行业研究，形成前瞻性的行业洞察，撰写研究报告并提出投资建议，能够清晰的汇报研究成果
* 理解业务发展目标和战略方向，协助业务进行相关行业覆盖，紧跟行业动态，分析行业趋势，形成投资布局建议
2. 项目挖掘与执行：
* 主动建立并维护广泛的行业网络，积极寻找、筛选、评估潜在投资、收购、业务合作标的
* 能够独立完成投资全流程，从deal sourcing、尽职调查、财务模型、条款谈判到投资协议签署
3. 投后管理与生态协同：
* 负责相关被投公司的投后管理，包括但不限于定期收集运营和财务数据、议案审批、风险监控等
* 积极推动被投公司与内部业务部门在技术、产品、市场等方面的合作与战略协同，实现生态共赢","1. 国内外顶尖院校硕士及以上学历，计算机科学、电子工程等理工科背景优先
2. 5年以上一线风险投资（VC）、私募股权（PE）或战略投资（CVC）经验，必须有主导AI/硬科技领域成功投资案例
3. 具备深度思考和独立判断能力，对AI技术栈有深刻理解，能够与技术专家进行对话
4. 沟通能力强，有责任心和团队协作精神，积极向上，能够适应经常出差
5. 英语流利，可作为工作语言",1,汪亮(如沁),,2026 - 02 - 03,2026 - 03 - 30,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260119864ba388337b4ee6aca4747bd138771e&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德销服科技-商家运维主管-武汉,,高德销服科技-高德销服科技,中国-湖北-武汉,本科,五年以上,ALS-P7,"1、负责腰尾部商家运维的团队管理；
2、制定并严格执行运维服务标准、完成以收入（包含广告、年费、cps）、供给持续健康增长的业务指标。","1、有广告运营团队管理经验，团队管理规模不低于15人；
2，具备项目管理、上下游团队协同作战能力，善于沟通、资源协调等
3，对效果广告逻辑有深刻理解，深入理解移动互联网广告系统，熟悉效果广告、搜索广告等广告产品；
4、具备出色的学习能力和较强的跨团队沟通能力，能够快速学习本地生活行业特性，并帮助服务商家在广告业务上成长。",1,张荣(静琳),,2026 - 01 - 20,2026 - 04 - 15,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260119466fb32d7fba4e0890a06f0b01d52733&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
平头哥-SOC低功耗设计专家-上海/深圳,,阿里集团-平头哥,"中国-上海-上海,中国-广东-深圳",本科,六年以上,P7,"1.功耗管理Feature方案设计，端到端落地，例如Turbo方案、DVFS方案、上下电、电源平面划分、电源管理方案、Sensor等；
2.协助功耗SE，完成整芯片Power指标的落地，低功耗优化指标的落地；
3.支持样品测试，并协助分析实际功耗，优化前端设计方案。","1.本科及以上学历，6年及以上工作经验；
2.熟悉低功耗设计原理；
3.熟悉多电压、时钟门控、功耗门控以及AVFS/DVFS等技术；
4.熟悉Verilog，有PTPX/PowerArtist/PowerPro使用经验优先；
5.熟练应用Power分析的各个工具，并能制定Power的工作流程。",2,曹丹(合灵),,2026 - 02 - 03,2026 - 04 - 15,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER2026011611c938b784b341fdad2a75af61f6f14b&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
钉钉-AI产品-产品运营,,阿里集团-钉钉,中国-浙江-杭州,本科,三年以上,P6,"职位描述：参与AI基础设施的建设，不仅协助处理日常的产品调研和项目跟进，还将成为连接内部研发团队与外部合作伙伴的重要纽带。

岗位职责：
1. 市场与竞品调研：深度追踪国内外AI数据工程/音视频相关行业动态，输出调研报告，为产品规划提供数据支持。
2. 项目进度跟进：深度参与跨内外部团队的协同，协调内外部资源，参与合作方案的初步沟通与进度管理。确保项目按计划交付。
3. 产品设计支持： 跟进产品需求落地进度。如果你具备设计基础，将参与产品原型图或视觉Demo的设计。","1. AI 爱好者：对AI（尤其是大模型、数据标注领域）有浓厚兴趣，能够主动学习最新的行业知识。
2. 踏实认真：能够静下心来处理琐碎的进度跟进和文档工作，逻辑清晰，有强烈的责任心和执行力。
3. 沟通协同能力：具备良好的沟通协调能力，不惧怕跨团队沟通，能有效推动问题解决。
4. 学历要求： 本科及以上学历（有互联网产品/运营实习经验优先）。
5. 加分项： 能够使用 Sketch、Figma或Axure进行简单的产品原型或图表设计。",4,王姝雅(零曦),,2026 - 02 - 02,2026 - 04 - 29,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260116e357a6059f70490e8836bc5b390bece1&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
钉钉-AI(音频)-开发工程师,,阿里集团-钉钉,中国-浙江-杭州,本科,二年以上,P7,"1、模型部署与服务化封装：负责音频相关 AI 模型（ASR、TTS、Audio LLM 等）的工程化落地。将训练好的模型（涵盖小参数模型及复杂的音频处理 Pipeline）封装为高可用、高性能的线上服务（gRPC/RESTful API）。
2、高性能推理优化：负责构建支持高并发、低延迟的推理引擎。参考 vLLM、TGI 等主流 LLM 推理框架的优化思路（如 PagedAttention、Continuous Batching 等），针对音频模型的特性进行算子融合、显存优化和吞吐量提升。
3、实时流式处理：设计并实现 ASR（语音转文字）和 TTS（语音合成）的实时流式（Streaming）推理架构，优化首字延迟（TTFT）和端到端响应速度，确保在实时交互场景下的流畅体验。
4、系统稳定性与运维：负责推理服务的容器化（Docker/K8s）部署，配合 DevOps 建立服务的监控、日志追踪及自动扩缩容机制，保障线上服务的稳定性。","1、计算机、软件工程、人工智能等相关专业本科及以上学历，3年以上后端开发或 AI 工程化经验。
2、精通 Python 和 C++ 编程，具有扎实的算法与数据结构基础，熟悉多线程/多进程编程及异步 I/O（Asyncio）。
3、熟悉 PyTorch 生态，熟练掌握 ONNX / TensorRT / OpenVINO 等模型导出及推理加速工具库。
4、熟悉主流音频模型架构（如 Whisper, Paraformer, VITS, CosyVoice, ChatTTS 等）。
5、熟悉音频处理基础流程（VAD、降噪、重采样、Mel 频谱提取等）。
6、具备高并发服务开发经验，熟悉 GPU 显存管理、CUDA 编程基础或算子优化者优先。
【加分项】 深入理解 vLLM、FasterTransformer、Triton Inference Server 等高性能推理框架的原理，有实际的源码阅读或二次开发经验者优先。
【加分项】 有 ASR/TTS 实时流式推理（Real-time Streaming） 落地经验，熟悉 WebSocket、gRPC streaming 协议在音频传输中的应用。",1,王姝雅(零曦),,2026 - 02 - 02,2026 - 04 - 30,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202601157565611c82c34546af4b2bca4def51ca&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
淘天集团-数据分析/数据科学专家-商品及价格策略,,淘天集团-商业智能&决策支持,中国-浙江-杭州,本科,三年以上,P7,"1. 业务目标制定与拆解：围绕着业务的商品策略和价格策略，研究并制定全面，准确，客观的商品和价格力核心指标：如商品的价格力，商品价格的波动性和稳定性分析等，结合业务模式和策略，制定核心业务目标和过程指标，并推动制定的指标应用到业务价格策略之中；
2. 建立分析指标体系与异动归因分析：基于业务的核心目标和业务策略，构建全生命周期的商家与价格分析监控体系并数据产品化；通过指标异动快速定位业务的问题，发现策略问题和优化方向，推动商品运营策略，价格策略等进一步迭代；
3. 策略效果评估和影响面分析：基于对电商业务和业务策略的理解，结合业务实际现状问题和策略，利用数科能力和数据建模能力，对业务策略效果，从供给侧，需求侧，商家投入，平台投入等方面来科学分析策略变化产生的影响；","1. 本科及以上学历，3 年以上互联网商业分析、供给策略，价格分析，经营分析相关工作经验，具有良好的业务洞察力和数据分析能力；
2. 具备良好的SQL和数科分析能力，对AB实验，因果推断熟悉，有复杂实验设计经验的优先；
3. 理解商家商品的经营视角，能够洞察商业本质，挖掘机会点，并能够协调整合资源，推动各方拿到结果；
4. 具有强烈的学习意愿和工作热情，有较强的学习能力，沟通协调能力和执行力，有较好的自驱力。",2,汪亮(如沁),,2026 - 02 - 09,2026 - 03 - 13,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER2026011467e6dd5981fe4232a917303e101cd9ca&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
淘天算法技术-生成式排序算法工程师-杭州*,,淘天集团-智能算法产品事业部,中国-浙江-杭州,硕士,三年以上,P7,"淘宝文本搜索算法团队是淘天集团内专注于创新和优化搜索技术的核心团队，其中搜索排序算法致力于实现更准确的用户个性化排序，当前正在推动在搜索场景下实现“个性化生成式排序”的技术革新，旨在通过大语言模型与搜索/推荐系统的深度融合，打造更智能、更个性化的用户体验。

1、研究LLM如何赋能电商场景下的个性化CTR/CVR预估，利用模态对齐、用户行为CoT等技术手段让LLM的推理能力扩展到对用户的个性化偏好的理解与推理上，实现更精准的人货匹配。
2、探索个性化生成式预估模型方案，包括搜索推荐领域下生成式模型相较于判别式模型的优劣对比，生成式训练范式设计、生成式模型结构优化、基于RL的排序目标对齐等方向，设计有scale-up能力的模型方案。
3、负责大模型背景下的预估模型的Infra设计，包括更加算力友好的算法方案设计、训练加速、线上部署、链路优化、计算复杂度优化等，推动先进技术成果的规模化落地","1、具备优秀的编码能力，扎实的数据结构和算法功底;
2、熟悉大规模机器学习/深度学习算法；
3、具有如搜索/推荐/广告等相关领域经验，时刻关注业内前沿技术；
4、对技术有热情，兼具务实且创新的精神，热衷于在实际工作中发现问题、验证问题、不断提出自己的想法和技术方案；
5、有良好的沟通表达能力, 具有团队精神, 有良好的团队协同能力；
6、在顶会（SIGIR、SIGKDD、ICML、NIPS、WWW、AAAI、CIKM、ACL、RECSYS等）或期刊上发表过论文者优先",1,史肖(敏曦),,2026 - 02 - 25,2026 - 05 - 25,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260113aa1f97c7a75e49ca9d8b922c4138d0db&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里健康-居家检测自营店运营专家-杭州,,阿里健康-消费医疗&互联网医院事业部,中国-浙江-杭州,本科,五年以上,JK-I4,"1.负责居家检测自营店的品类规划、供给与履约网络拓展和服务质控等全链路运营，为生意结果负责。
2.品类规划：通过行业趋势洞察和检测用户的人群画像，规划适合线上销售的检测品类，并与上游供给达成深度合作。
3.供应链优化：服务精细化运营，通过供应商结构优化、效率提升降低履约成本，优化用户体验，提升用户留存。","1.本科及以上学历，3年以上互联网店铺运营工作经验，有过检验检测行业运营、自营店铺运营经验优先。
2.有很强的目标感、责任心和组织影响力，善于推动工作快速落地。
3.具备优秀的项目管理能力。",1,曾柳(羽墨),,2026 - 02 - 10,2026 - 03 - 28,招募中,https://headhunter.alibaba.com/index.html/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260113fa7238baf6514de999564a5e903410d4&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
